experience_id,full_option_code,environment_type,secondary_environment,primary_experience_type,secondary_experience_types,physical_intensity,estimated_duration_hours,ideal_group_type,family_friendly,requires_guide,authenticity_level,luxury_level,cultural_immersion_level,weather_dependent,indoor_activity,includes_food,includes_transport,accessibility_friendly,semantic_tags,unique_selling_points,experience_mood,target_interests,best_seasons,special_occasions,one_line_summary,bussines_description,ideal_timing
24e3fe78-a766-4ce3-920d-ad38d5748476,TEQEXCSAUZAESTN04,town,,gastronomy,"[""culture""]",low,4,any,TRUE,TRUE,5,4,4,FALSE,TRUE,TRUE,FALSE,TRUE,"[""tequila"",""agave_fields"",""distillation"",""tasting"",""traditional_process"",""Jalisco"",""Casa_Sauza"",""tequila_tour"",""culinary_experience"",""Mexican_beverage""]","[""Three generations of tequila craftsmanship"",""Artisanal distillation process"",""Exclusive three-course meal with traditional beverage""]","[""educational"",""cultural"",""delightful""]","[""tequila_craftsmanship"",""Mexican_culture"",""culinary_experience"",""alcohol_tasting""]","[""year_round""]","[""cultural appreciation"",""gastronomic exploration""]",Explore tequila's heritage with a 3-generation tour and tasting at Casa Sauza.,"Supplier: Casa Sauza
General Description: Title: Experience the 3 generations tour at Casa Sauza and learn all about the tequila process | Description: Today, you will meet your local English-speaking guide and a group of travelers at Casa Sauza, one of the oldest distilleries in the magical town of Tequila. For approximately 4 hours you will immerse yourself in the fascinating world of tequila. You will begin by exploring the Agave Fields, where you will learn about the importance of this plant and its relationship to tequila production. You will also witness a demonstration of jima, the traditional process of cutting the agave leaves. Then you will visit the Bodega, where you will learn about the tequila maturation process and how it influences its flavor and quality. You will continue with a visit to the Distillery to observe the tequila distillation process and discover the secrets behind its artisanal elaboration. As part of the tour, a professional tasting of a selection of tequilas produced by Casa Sauza will take place. Expert tasters will guide you through a tasting experience, revealing the unique nuances and flavors of each tequila variety.

Finally, you will enjoy an exquisite three-course meal at La Cueva de Don Cenobio restaurant. This exclusive menu includes specially selected dishes, accompanied by a refreshing prepared cantarito, a traditional Mexican beverage.
Service Details: fullServiceDescription: Tres Generaciones Tour - 4h - ENG | serviceDescription: Tres Generaciones Tour | serviceType: Operadora local | destinationName: Jalisco
Location: address: Luis Navarro #70 Tequila, Jalisco 46400, México. | locations: Tequila",full_day
2518bc0b-123b-47da-b6e7-d0ab04ac80e2,TEOEXTEOBICPRBAF1,cenote,,adventure,"[""culture"",""educational""]",low,3,any,TRUE,TRUE,5,4,4,TRUE,FALSE,TRUE,TRUE,FALSE,"[""hot_air_balloon"",""teotihuacan"",""pyramids"",""sun_pyramid"",""moon_pyramid"",""ancient_civilization"",""panoramic_view"",""aerial_view"",""mexico"",""state_of_mexico""]","[""Aerial panoramic view of Teotihuacan"",""Guided tour with historical insights"",""Includes breakfast before flight"",""Spanish-speaking guide"",""Experience of flying over the City of the Gods""]","[""adventurous"",""educational"",""spectacular"",""memorable""]","[""ancient_civilizations"",""aerial_view"",""history"",""photography"",""adventure""]","[""fall"",""winter"",""spring""]","[""special trip"",""family outing"",""romantic experience""]",Experience breathtaking aerial views of Teotihuacan in a 40-minute hot air balloon ride,"Supplier: Teotihuacan en bici
General Description: Title: Hot air balloon ride in Teotihuacan | Description: Today you will meet your Spanish-speaking local guide and fellow travellers at the meeting point to begin your approximately 3-hour experience. Upon arrival, you will have breakfast and then board a hot air balloon for a 40 minute ride to appreciate a panoramic view of this emblematic place, where you will appreciate the City of the Gods and your guide will tell you about its history and all the mysteries of this ancient civilization, where you will see buildings such as the Pyramid of the Sun and Pyramid of the Moon.  At the end of the designated time your experience will be over.
Service Details: fullServiceDescription: Balloon flight - 3h - SPA | serviceDescription: Balloon flight | serviceType: Operadora local | destinationName: Estado de Mexico
Location: address: Teotihuacan, Méx., México | locations: Teotihuacan, Mexico City",full_day
255b521c-0cd7-4408-a787-aa9631d50506,MEXEXLAGARUEPTI04,city,,nightlife,[],low,3,any,FALSE,FALSE,4,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,"[""wrestling"",""mexico_city"",""nightlife"",""entertainment"",""local_event""]","[""Authentic local wrestling experience in Mexico City"",""Regular Tuesday event"",""Accessible urban entertainment""]","[""exciting"",""entertaining""]","[""sports"",""local_culture"",""nightlife""]",[],[],Experience authentic Mexican wrestling in Mexico City on Tuesdays.,"Supplier: Like a local by Garu
General Description: Title: Wrestling: Popular Tuesdays
Service Details: fullServiceDescription: Wrestling: Popular Tuesdays - 3h - ENG | serviceDescription: Wrestling: Popular Tuesdays | serviceType: Operadora local | destinationName: Mexico Area
Location: address: Ciudad de México, CDMX, México | locations: Mexico City",evening
257bff27-241d-4faf-9a09-bf4e805a1552,CHUEXKIIKAAMAYEX1,town,,culture,"[""educational""]",low,2,any,TRUE,TRUE,5,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,"[""maya"",""traditional_construction"",""hammock_weaving"",""tools"",""food_preparation"",""melipona_bees"",""biodiversity"",""quintana_roo"",""cenote"",""ecotourism""]","[""Authentic Maya daily life experience"",""Close observation of protected melipona bees"",""Hands-on activities like hammock weaving and food tools""]","[""educational"",""authentic"",""immersive""]","[""maya_culture"",""indigenous_traditions"",""biodiversity"",""ecotourism""]","[""dry_season"",""winter""]",[],Experience authentic Maya daily life and learn about traditional crafts and bees in Quintana Roo,"Supplier: Kíichpam Kaax Selva Bonita
General Description: Title: Living like the Mayas at Chunhuhub | Description: Immerse yourself in an adventure that will transport you back in time and allow you to experience the daily life of the ancient Maya for approximately 2 hours. Accompanied by your local Spanish-speaking guide, discover the importance of traditional home construction as you immerse yourself in a world full of ancestral knowledge. You will learn about the tools used to make food, the art of hammock weaving and many other activities that were part of the daily life of the Maya.

During this experience, you will have the opportunity to observe up close a special species that maintained a close relationship with the Mayas: the melipona bees. These bees are distinguished by their lack of sting and are a protected and preserved species in this ecotourism center. You will appreciate their importance in the Mayan culture and their contribution to the biodiversity of the region.
Service Details: fullServiceDescription: Mayan experience - 2h - SPA | serviceDescription: Mayan experience | serviceType: Centro Ecoturístico | destinationName: Quintana Roo
Location: address: Chunhuhub, Q.R., México https://g.page/SelvaBonita?share | locations: Chunhuhub",full_day
26271da1-7826-4f31-bd1c-57e67f78c13c,TPCEXNAYADVESTI02,beach,,adventure,"[""nature""]",moderate,11.5,any,TRUE,TRUE,5,4,3,TRUE,FALSE,TRUE,TRUE,TRUE,"[""whale_watching"",""snorkeling"",""coral_reef"",""humpback_whales"",""crab_island"",""seafood"",""tampico"",""marine_life"",""adventure"",""nature""]","[""Close encounter with humpback whales"",""Snorkeling among coral reefs"",""Visit to Crab Island with colorful crabs"",""Combination of marine wildlife and cultural exploration""]","[""exciting"",""adventurous"",""educational""]","[""marine_life"",""adventure"",""nature"",""wildlife""]","[""winter"",""spring""]","[""family trip"",""adventure holiday""]",Exciting whale watching and snorkeling adventure in Nayarit's Coral Island,"Supplier: Nayarit Adventures
General Description: Title: Whale Watching and Snorkeling at Coral Island | Description: Your day will begin with a light breakfast before heading to Rincón de Guayabitos (approximately 1 hour away). Accompanied by your local guide, who speaks English, you will board a boat in search of humpback whales. During the whale watching experience, you will have the opportunity to admire adult and young whales, whale pairs in courtship, and even whale calves with their mothers - a fascinating experience. You will then continue to Coral Island, where you will snorkel among rocky coral reefs, and later arrive at Crab Island to admire a multitude of colorful crabs from the boat. Upon returning, a delicious seafood-based meal will be waiting for you. Finally, you will head to the historic and stately city of Compostela for a 40-minute walking tour before returning to Tepic.
Service Details: fullServiceDescription: Whale watching & snorkeling in Coral Island - 11.5h - ENG | serviceDescription: Whale watching & snorkeling in Coral Island | serviceType: Operadora local | destinationName: Nayarit
Location: address: Sebastián Lerdo de Tejada Pte. 23, Centro, 63000 Tepic, Nay. | locations: Puerto Vallarta",full_day
2635a88d-bb7e-4139-b4f7-7cbcc540f779,BACEXBESCAPPKES01,jungle,,culture,"[""educational""]",moderate,7,any,TRUE,TRUE,5,4,4,FALSE,FALSE,FALSE,TRUE,TRUE,"[""calakmul"",""maya_civilization"",""archaeological_site"",""jungle"",""ancient_culture"",""temple"",""structure"",""mayans"",""ruins"",""biodiversity""]","[""Largest Mayan city with over 6,000 structures"",""Vivid jungle surroundings"",""Panoramic views from Temple 2""]","[""educational"",""adventurous"",""immersive""]","[""maya_culture"",""archaeology"",""history"",""nature""]","[""dry season (November-April)""]",[],Explore the ancient Mayan city of Calakmul amidst lush jungle scenery.,"Supplier: Bacalar Escape
General Description: Title: Calakmul tour | Description: Today you will join a group of travelers for a Calakmul experience, your local English-speaking guide will pick you up at your hotel and you will begin your journey to the largest city in the Mayan world. The archaeological zone of Calakmul extends over 70 km2 and contains more than 6,000 structures, which are in an admirable state of preservation and offer a vivid picture of what ancient life was like in this capital city. You will be able to walk through the surrounding jungle and then go up to temple 2 from where you will be able to observe the jungle and the structures from the top. Finally, transportation will take you back to your hotel.
Service Details: fullServiceDescription: Calakmul tour - 7H - ENG | serviceDescription: Calakmul tour | serviceType: Operadora local | destinationName: Quintana Roo
Location: address: Calle 30 entre avenidas 5 y 7. Colonia Mario Villanueva , Bacalar, Mexico | locations: Bacalar",full_day
26b42374-8fdd-4848-a65e-3767207de38b,MIDEXRTYUCASSTI01,city,,culture,"[""educational""]",low,9,any,TRUE,TRUE,5,4,4,FALSE,FALSE,FALSE,TRUE,TRUE,"[""chichen_itza"",""cenote"",""maya_culture"",""archaeological_site"",""yucatan"",""merida"",""cultural_tour"",""educational"",""heritage"",""indigenous""]","[""Visit to iconic Chichén Itzá archaeological site"",""Swim in a natural cenote"",""Deep cultural and historical immersion in Mayan heritage""]","[""educational"",""enriching"",""adventurous""]","[""maya_culture"",""archaeology"",""history"",""indigenous_culture""]","[""winter"",""spring""]",[],"Full-day cultural tour of Chichén Itzá, cenote swim, and Mayan heritage exploration","Supplier: Rutas turísticas Yucatán
General Description: Title: Chichén Itzá, Cenote & Mayan Experience
Service Details: fullServiceDescription: Chichén Itzá, cenote & mayan experience - 9h - SPA | serviceDescription: Chichén Itzá, cenote & mayan experience | serviceType: Operadora local, Transporte | destinationName: Yucatan
Location: address: C. 45, Manuel Ávila Camacho, 97159 Mérida, Yuc. | locations: Mérida",full_day
278b7f1a-94e0-431a-9045-ac983a6fc047,MEXEXCASLUZEPTN03,city,,gastronomy,[],low,2,any,TRUE,FALSE,5,4,3,FALSE,TRUE,TRUE,FALSE,TRUE,"[""gastronomy"",""local_ingredients"",""seasonal_ingredients"",""mexican_cuisine"",""oaxaca_chefs"",""city_restaurant"",""culinary_experience"",""traditional_mexican_dishes"",""mexico_city"",""food_tasting""]","[""Authentic Oaxaca-inspired menu"",""Use of local and seasonal ingredients"",""Located in the historic center of Mexico City"",""Wide variety of traditional Mexican dishes"",""Culinary experience at Casa de la Luz hotel""]","[""educational"",""delightful"",""cultural"",""sociable""]","[""mexican_cuisine"",""gastronomy"",""culinary_traditions"",""foodie_experience""]","[""any""]",[],Gastronomic tour of Oaxaca-inspired dishes at Casa de la Luz in Mexico City,"Supplier: Casa de la Luz
General Description: Title: Chapulin menu | Description: Today, you will have a gastronomic experience at the Tezontle restaurant that is part of the Casa de la Luz hotel. A restaurant that, through its chefs from Oaxaca, seeks to offer a wide variety of culinary options using local and seasonal ingredients. On this occasion you can taste the Chapulín menu, which is made up of: tlayuda de oro verde, wild tomato salad, fideo seco, pork belly taco, tuna aguachile, black chichilo tongue, fish a la talla, pibil octopus, buñuelo de viento, churro with chocolate. The experience ends at the end of the menu. Note: Experience not available on Sundays.
Service Details: fullServiceDescription: Chapulín Menu - 2h - SPA | serviceDescription: Chapulín Menu | serviceType: Alojamiento | destinationName: Mexico Area
Location: address: Rcda. de Jesús 7, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX | locations: Mexico City",full_day
27f3ab1b-d877-4d83-8bac-7915a37a41a2,BACENBESCAPASFO02,cenote,,educational,[],low,2,any,TRUE,TRUE,5,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,"[""Dzibanché"",""archaeological_site"",""Quintana_Roo"",""Mayan_ruins"",""cultural_heritage"",""history"",""excavation"",""ancient_culture""]","[""Access to Dzibanché archaeological site for foreigners"",""Rich Mayan history"",""Located in Bacalar, a scenic region of Quintana Roo""]","[""educational"",""enriching"",""adventurous""]","[""history"",""archaeology"",""Mayan_culture"",""cultural_heritage""]","[""dry season"",""winter""]",[],Visit Dzibanché archaeological site with exclusive access for foreigners in Bacalar.,"Supplier: Bacalar Escape
Service Details: fullServiceDescription: Entrance fee to the AS of Dzibanché for foreigners | serviceDescription: Entrance fee to the AS of Dzibanché for foreigners | serviceType: Operadora local | destinationName: Quintana Roo
Location: address: Calle 30 entre avenidas 5 y 7. Colonia Mario Villanueva , Bacalar, Mexico | locations: Bacalar",full_day
2815c4fd-1478-4e43-ac83-eded7ae50b30,PVREXEXMATAEPTI03,beach,,adventure,"[""nature""]",moderate,4,friends,TRUE,TRUE,5,4,2,TRUE,FALSE,FALSE,TRUE,TRUE,"[""snorkeling"",""marietas_islands"",""jalisco"",""beach"",""marine_life"",""adventure"",""nature"",""water_sports"",""ecotourism"",""marine_protected_area""]","[""Snorkeling in the protected Marietas Islands"",""Rich marine biodiversity"",""Accessible from Puerto Vallarta and nearby locations"",""Eco-friendly tour operator""]","[""exciting"",""adventurous"",""refreshing""]","[""marine_biology"",""water_sports"",""eco_tourism"",""nature""]","[""spring"",""summer"",""early fall""]",[],Explore vibrant marine life snorkeling at the Marietas Islands in Jalisco.,"Supplier: Experiencias Ecoturísticas Mata
Service Details: fullServiceDescription: Snorkeling in Marietas Islands - SPA | serviceDescription: Snorkeling in Marietas Islands | serviceType: Operadora local | destinationName: Jalisco
Location: address: Nayarit, México | locations: Puerto Vallarta, Nuevo Vallarta, San Pancho, San Blas",full_day
2873380e-d3ec-4593-9671-a3c21861a5a0,BACEXBACSUNFSTN02,lake,,adventure,"[""nature""]",low,4,friends,TRUE,TRUE,5,4,2,TRUE,FALSE,TRUE,FALSE,TRUE,"[""kayaking"",""lagoon"",""bacalar"",""sunrise"",""mangroves"",""native_fauna"",""starry_sky"",""pirates_channel"",""nature_experience"",""adventure""]","[""Sunrise kayaking with starry sky views"",""Exploration of Bacalar's mangroves and native flora/fauna"",""Guided experience with local operator""]","[""adventurous"",""relaxing"",""spectacular""]","[""nature"",""adventure"",""ecotourism"",""wildlife""]","[""winter"",""spring""]",[],Kayak at sunrise in Bacalar Lagoon with starry sky and mangrove exploration,"Supplier: Bacalar Sunrise
General Description: Title: Kayaking in the Bacalar Lagoon | Description: Immerse yourself in an experience in one of the most spectacular places in Bacalar. From the moment you start this adventure of approximately 4 hours, you will be accompanied by your English-speaking guide and a group of travelers. The journey begins paddling towards the pirates' channel, while watching the starry sky. If you are lucky enough to witness a shooting star, it will be a magical moment. Crossing the pirates channel will allow you to contemplate the sunrise of Bacalar. Afterwards, we will visit the mariscal lagoon, where you can immerse yourself in the tranquility of the mangroves and marvel at the native flora and fauna.

Paddling is a fun and easy activity that you will enjoy. At the end of our trip, we will bid you farewell with a breakfast that includes fresh bread, local fruits and coffee to energize you and start a new day.
Service Details: fullServiceDescription: Kayak in the lagoon - 4 h - SPA | serviceDescription: Kayak in the lagoon | serviceType: Operadora local | destinationName: Quintana Roo
Location: address: Q.R, Avenida 5, C. 40 Con, 77930 Chetumal, Q.R. | locations: Bacalar",full_day
296a21d6-b3c8-4017-a319-3c1a2646a59f,IZMEXRICALDEPTN01,town,,culture,"[""educational""]",low,2,any,TRUE,TRUE,5,3,4,FALSE,FALSE,FALSE,TRUE,TRUE,"[""walking_tour"",""izamal"",""yucatan"",""colonial_architecture"",""mayans"",""kinich_kakmo"",""pyramid"",""cultural_heritage"",""colonial_town"",""historical_site""]","[""Visit to one of Latin America's largest convents"",""Exploration of Mayan and colonial history"",""Picturesque cobbled streets and colorful houses""]","[""educational"",""enriching"",""cultural""]","[""history"",""architecture"",""indigenous_culture"",""colonial_history""]","[""dry season"",""winter""]",[],Explore Izamal's colonial charm and Mayan heritage in a 2-hour guided walking tour.,"Supplier: Transportes Ricalde
General Description: Title: Visiting the streets of Izamal, Yucatán | Description: Today, your local guide in English will take you on a walking tour of approximately two hours through the most significant places of Izamal, one city that combines history, colonial architecture, and Mayan traditions. First, you will visit the San Antonio de Padua Convent, one of the leading tourist attractions in the zone and one of the biggest convents in Latin America. Finally, before returning to your hotel, you will learn about the prehispanic Kinich Kakmó Pyramid, a relevant archeological site known for its cobbled streets and yellow-painted houses. During this tour, you will listen to a brief explanation about each place visited.
Service Details: fullServiceDescription: Izamal walking tour - 2h - ENG | serviceDescription: Izamal walking tour | serviceType: Transporte, Operadora local | destinationName: Yucatan
Location: address: Mérida, Yuc., México | locations: Mérida",morning
29827856-b3d9-4c44-91ed-3a3298876694,CELEXGUAMANPKEP02,lake,,adventure,[],moderate,1.5,friends,TRUE,TRUE,5,3,2,TRUE,FALSE,FALSE,FALSE,TRUE,"[""kayak"",""celestun"",""yucatan"",""water_sports"",""nature"",""adventure"",""eco_tourism""]","[""Classic kayak experience in Celestún's mangroves"",""Guided tour by local operator"",""Exploration of Yucatán's unique mangrove ecosystem""]","[""adventurous"",""exploratory"",""refreshing""]","[""water_sports"",""nature"",""eco_tourism"",""wildlife""]","[""dry season"",""winter""]",[],Enjoy a guided kayak adventure through Celestún's mangroves in Yucatán.,"Supplier: Guardianes de los Manglares
General Description: Title: Classic Kayak Tour of Dzinintún
Service Details: fullServiceDescription: Classic kayak tour - 1.5h - ENG | serviceDescription: Classic kayak tour | serviceType: Operadora local | destinationName: Yucatan
Location: address: C. 2-D, Felipe Carrillo Puerto, 97367 Celestún, Yuc. | locations: Celestun",full_day
2997ba83-bf8a-441b-96ef-81ca799ae640,SZTEXREFUGIESTN01,town,,culture,"[""adventure"",""educational""]",moderate,5.5,any,TRUE,TRUE,4,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,"[""cycling"",""chiapas"",""chamula"",""zinacantán"",""mayanculture"",""traditional_rituals"",""local_market"",""textile_techniques"",""cafe_de_olla"",""community_tour""]","[""Cycling through authentic Mayan communities"",""Visit to Chamula's main church and rituals"",""Exploration of Zinacantán's vibrant market and floral church"",""Hands-on experience with traditional textile techniques"",""Tasting authentic Mexican coffee de olla""]","[""educational"",""cultural"",""adventurous"",""immersive""]","[""indigenous_culture"",""traditional_rituals"",""local_markets"",""textile_arts"",""gastronomy""]","[""dry season"",""winter""]","[""cultural exploration"",""educational trip""]","Cycling adventure exploring Mayan communities, rituals, and textiles in Chiapas","Supplier: El Refugio
General Description: Title: Cycling through the Chamula and Zinacantán communities | Description: Today you will join a cycling excursion of approximately five hours and thirty minutes, cycling through the communities of Chiapas. You will meet your Spanish-speaking guide at the agreed meeting point to begin the 12-kilometre ascent to the Mayan/Tzotzil community of Chamula. There, the main church awaits you, a beacon of the customs and traditions practised by the local community. You will have time to discover these rituals before cycling to the village of Zinacatán, where you will be greeted by a vibrant local market and a church adorned with a diversity of flowers and colours. The journey continues at La Casa de las Tejedoras, where you will be immersed in textile techniques and lifestyles, culminating in a tasting of an authentic café de olla. This cultural experience concludes with the return to the starting point.
Service Details: fullServiceDescription: Cycling to Chamula and Zinacantán - 5.5h - SPA | serviceDescription: Cycling to Chamula and Zinacantán | serviceType: Operadora local | destinationName: Chiapas
Location: address: Avenida Ignacio Allende 23, Barrio de la Merced, 29240 San Cristóbal de las Casas, Chis. | locations: San Cristóbal de las Casas",full_day
29b1f314-894d-4bd9-b5f9-9848bf0e5a3a,OCOEXNAJULOSPTN01,jungle,,gastronomy,[],low,2,any,TRUE,FALSE,5,4,4,FALSE,TRUE,TRUE,FALSE,TRUE,"[""lacandon"",""gastronomy"",""jungle"",""chiapas"",""regional_cuisine"",""cultural"",""traditional"",""eco-friendly"",""community-based"",""nature-inspired""]","[""Authentic Lacandon culinary experience"",""Set in pristine jungle environment"",""Use of regional resources and traditional techniques"",""Cultural immersion in Lacandon community"",""Eco-conscious and responsible tourism""]","[""educational"",""cultural"",""relaxing""]","[""indigenous_culture"",""gastronomy"",""eco-tourism"",""traditional_food""]","[""dry season"",""winter""]",[],Experience authentic Lacandon cuisine in a lush jungle setting in Chiapas,"Supplier: Naha Jungle Lodge
General Description: Title: Lacandon Gastronomy Workshop | Description: Nahá Jungle Lodge is a refuge located in the depths of the Lacandon jungle, surrounded by fertile lagoons that inspire the community to protect its free spirit. It features 10 rooms that have been designed using regional resources responsibly and nature-friendly, and are decorated with elements representative of the Lacandon culture.
Service Details: fullServiceDescription: Lacandon gastronomy workshop - 2h - SPA | serviceDescription: Lacandon gastronomy workshop | serviceType: Centro Ecoturístico | destinationName: Chiapas
Location: address: Nahá, Chiapas | locations: Nahá",midday
29d16976-d345-4c6b-ac81-03713867269c,PBCEXUNLIMIEPTI11,city,,culture,"[""educational"",""shopping""]",low,5,any,TRUE,FALSE,5,4,3,FALSE,TRUE,FALSE,TRUE,TRUE,"[""puebla"",""cultural_art"",""catrinas"",""traditional"",""mexican_folk_art"",""center_historico"",""art_exhibition"",""local_operator""]","[""Monumental Catrinas sculptures"",""Cultural art experience in Puebla"",""Includes transportation within Puebla"",""Educational insight into Mexican Day of the Dead traditions""]","[""educational"",""cultural"",""enriching""]","[""mexican_culture"",""folk_art"",""tradition"",""art_enthusiasts""]","[""fall"",""winter""]","[""cultural festival"",""art appreciation"",""family outing""]",Explore the enchanting monumental Catrinas art in Puebla's historic center.,"Supplier: Unlimited experiences
General Description: Title: Monumental Catrinas: Art that enchants.
Service Details: fullServiceDescription: Monumental Catrinas: Art that enchants - 5h - ENG | serviceDescription: Monumental Catrinas: Art that enchants | serviceType: Operadora local, Transporte | destinationName: Puebla Area
Location: address: Av. Don Juan de Palafox y. Mendoza entre calle Ayuntamiento y Calle 2 Norte, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue. | locations: Puebla",full_day
29f23f2b-421e-4ed7-8f80-936c1d09d66f,PBCEXPUENSUIPTI04,city,,culture,"[""educational""]",low,3,any,TRUE,TRUE,5,4,4,FALSE,FALSE,TRUE,FALSE,TRUE,"[""walking_tour"",""puebla"",""historic_center"",""UNESCO_site"",""cathedral"",""herrian_style"",""palafoxiana_library"",""bibliography"",""memory_of_the_world"",""Talavera"",""crafts"",""artisans"",""handicrafts_market"",""sweets"",""cultural_tour"",""heritage"",""traditional_crafts""]","[""UNESCO World Heritage Site"",""Visit to one of the first libraries in the Americas"",""Authentic Talavera craft experience"",""Taste of traditional Puebla sweets""]","[""educational"",""cultural"",""enriching""]","[""heritage"",""architecture"",""craftsmanship"",""history"",""local traditions""]","[""spring"",""fall""]","[""cultural exploration"",""family outing"",""educational trip""]","Explore Puebla's historic center, UNESCO site, with cultural sights and local crafts","Supplier: Puebla de ensueño
General Description: Title: Walking tour of the historic center of Puebla | Description: Today, together with your local English-speaking guide, you will enjoy a 3-hour walking tour of the historic center of Puebla, a UNESCO World Heritage Site. You will begin by admiring the City's impressive cathedral, built in the Herrerian style between the 16th and 17th centuries. You will continue with a visit to the Palafoxiana Library, a center of universal knowledge and one of the first libraries of the American continent. 
Its variety and bibliographic wealth earned it the title of Memory of the World by UNESCO, a true jewel of Puebla. Afterwards you will visit a Talavera factory to learn about this traditional craft. During this tour you will also visit other emblematic places such as the Barrio del Artista, the Barrio de Los Sapos, as well as the El Parián Handicrafts Market, and the Calle de Los Dulces where you will have the opportunity to taste typical sweets of Puebla.
Service Details: fullServiceDescription: Puebla City Tour - 3h - ENG | serviceDescription: Puebla City Tour | serviceType: Operadora local | destinationName: Puebla Area
Location: address: C. 4 Sur 310, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue. | locations: Puebla",full_day
2a02ddd3-2199-419b-b330-81e2e98abe7f,MEXEXPABYOUESTI06,city,,culture,"[""educational""]",low,8,any,TRUE,TRUE,5,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,"[""day_of_the_dead"",""mixquic"",""mexico_city"",""cultural_event"",""tradition"",""nighttime"",""celebration"",""mexican_festivals""]","[""Authentic Day of the Dead celebration in Mixquic"",""Nighttime cultural experience"",""Guided local tour"",""Deep cultural immersion in Mexican tradition""]","[""educational"",""cultural"",""respectful""]","[""mexican_culture"",""traditions"",""festivals"",""history""]","[""fall""]","[""cultural exploration"",""educational trip""]","Experience the authentic Night of the Dead in Mixquic, guided tour in Mexico City","Supplier: Pablo Yuichi
Service Details: fullServiceDescription: Day of the dead Mixquic at night  - 8h - ENG | serviceDescription: Day of the dead Mixquic at night | serviceType: Operadora local | destinationName: Mexico Area
Location: address: Ciudad de México, CDMX, México | locations: Mexico City",evening
2a046b2d-f04e-4763-afb9-f4615bd88178,HUXEXOTEPSAFPTI09,forest,,nature,"[""adventure""]",moderate,8,any,TRUE,TRUE,5,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,"[""waterfalls"",""hiking"",""nature"",""scenic"",""crystal_water"",""relaxing"",""local_cuisine"",""Oaxaca"",""sierra_madre"",""group_tour""]","[""Guided tour through Sierra Madre del Sur"",""Visit to pristine waterfall pools"",""Authentic regional cuisine tasting""]","[""relaxing"",""adventurous"",""peaceful""]","[""nature"",""adventure"",""local_culture"",""gastronomy""]","[""dry season"",""winter""]",[],Explore Oaxaca's waterfalls with a scenic guided tour and regional cuisine.,"Supplier: OTEPSA
General Description: Title: Visit Huatulco waterfalls in Oaxaca | Description: Today, your local guide in Spanish will pick you up to join a group of travelers and take you on an approximately eight-hour tour through the Sierra Madre del Sur, where the warmth of the people will receive you; you will pass by natural places and observe different landscapes. On arrival to the community where the waterfalls are, you will walk a few meters as long as the calm and peace that nature will provide you surround you until you reach the crystal water pits formations, where you can refresh and relax. To finish the experience, you will taste this region's typical dishes, accompanied by butter rice, handmade tortillas, and pot beans.
Service Details: fullServiceDescription: Waterfalls tour - 8h - SPA | serviceDescription: Waterfalls tour | serviceType: Transporte | destinationName: Oaxaca
Location: address: Santa María Huatulco, Oax., México | locations: Huatulco",full_day
2a3818d3-65cc-47cd-a2a8-0fe64a8a2ec7,UXMENMANCORASFO01,city,,culture,"[""educational""]",low,2,any,TRUE,TRUE,5,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,"[""Uxmal"",""archaeological_site"",""Yucatan"",""Mayan_culture"",""history"",""cultural_heritage"",""ancient_ruins"",""Mexican_culture""]","[""UNESCO World Heritage Site"",""Impressive Mayan architecture"",""Rich historical significance""]","[""educational"",""enriching"",""authentic""]","[""history"",""archaeology"",""Mayan_culture"",""cultural_heritage""]","[""winter"",""spring""]","[""educational trips"",""cultural tours""]","Explore the ancient Mayan ruins of Uxmal, a UNESCO World Heritage Site in Yucatan.","Supplier: Manuel Cortés
Service Details: fullServiceDescription: Archaelogical Site of Uxmal Entrance fee for foreigners | serviceDescription: Archaelogical Site of Uxmal Entrance fee for foreigners | serviceType: Operadora local | destinationName: Yucatan
Location: address: Cancún, Quintana Roo, México | locations: Cancún",morning
2aacb083-f29e-464e-ae05-9fbef1651929,XPUEXCALAKTESTI02,jungle,,adventure,[],high,5.5,any,TRUE,TRUE,5,3,3,TRUE,FALSE,FALSE,TRUE,TRUE,"[""río_bec"",""calakmul"",""jungle"",""adventure"",""exploration"",""mayab_culture"",""archaeology"",""nature"",""ruins""]","[""Exploration of Río Bec archaeological site"",""Deep jungle adventure in Calakmul"",""Guided local tour in Quintana Roo""]","[""adventurous"",""exciting"",""educational""]","[""archaeology"",""nature"",""indigenous_culture"",""adventure""]","[""winter"",""spring""]",[],Full-day jungle adventure exploring Río Bec ruins in Calakmul.,"Supplier: Calakmul Tours
Service Details: fullServiceDescription: Río Bec - 5.5h - ENG | serviceDescription: Río Bec | serviceType: Operadora local | destinationName: Quintana Roo
Location: address: 24653 Nuevo Conhuás, Camp. | locations: Calakmul",full_day
